Angle_of_Repose,Aspartame,B_cyclodextrin,Bulk_Density,Carrs_Compressibility_Index,Citric_acid,Colloidal_silicon_dioxide_Aerosil_,Complexity,DOSE,Gum,Hausner_Ratio,Heavy_atom_count,Hydrogen_Bond_Acceptor_Count,Hydrogen_Bond_Donor_Count,Hydroxypropyl_Cellulose_HPC_,Indion,Lactose,LogS,Magnesium_Stearate,Mannitol,Microcrystalline_Cellulose,Molecular_Weight,Plantago_ovata,Polacrilin_Potassium,Polyvinylpyrrolidone_Crospovidone_,Rotational_bond_count,Sodium_croscarmellose,Sodium_saccharin,Sodium_starch_glycolate,Sodium_stearyl_fumarate_,Starch,Talc,Tapped_Density,Thickness,Topological_surface_area,Weight_mg_,Wetting_time,XLogP3_AA,polyvinyl_acetate,sodium_bicarbonate_NaHCO3_,task_ind,Clove_oil_0,Clove_oil_5,Menthol_0,Menthol_1,Neotame_0_0,Neotame_1_1,Neotame_6_0,Polyethylene_Glycol_0_0,Polyethylene_Glycol_10_0,Sodium_Saccharine_0_0,Sodium_Saccharine_10_0,Sodium_Saccharine_15_0,Sodium_lauryl_sulfate_SLS_0_0,Sodium_lauryl_sulfate_SLS_6_0,Stevia_leaf_Powder_0,Stevia_leaf_Powder_5
21.45,0.0,0,0.69,14.81,0.0,2.0,678,30.0,0.0,1.17,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,53.0,538.1,0.0,0.0,10.0,10,0.0,0.0,0.0,0.0,0.0,2.0,0.81,2.5,81.0,100.0,8.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.67,0.0,0,0.7,14.63,0.0,2.0,678,30.0,0.0,1.17,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,57.0,538.1,0.0,0.0,0.0,10,0.0,0.0,6.0,0.0,0.0,2.0,0.82,2.46,81.0,100.0,36.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.84,0.0,0,0.64,11.11,0.0,2.0,678,30.0,0.0,1.12,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,55.0,538.1,0.0,0.0,0.0,10,0.0,0.0,8.0,0.0,0.0,2.0,0.72,2.38,81.0,100.0,23.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.82,0.0,0,0.64,12.32,0.0,2.0,678,30.0,0.0,1.14,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,53.0,538.1,0.0,0.0,0.0,10,0.0,0.0,10.0,0.0,0.0,2.0,0.73,2.5,81.0,100.0,22.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.29,0.0,0,0.65,12.16,0.0,2.0,678,30.0,0.0,1.13,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,57.0,538.1,0.0,0.0,0.0,10,6.0,0.0,0.0,0.0,0.0,2.0,0.74,2.33,81.0,100.0,57.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.32,0.0,0,0.71,14.45,0.0,2.0,678,30.0,0.0,1.16,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,55.0,538.1,0.0,0.0,0.0,10,8.0,0.0,0.0,0.0,0.0,2.0,0.83,2.5,81.0,100.0,50.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.27,0.0,0,0.7,12.5,0.0,2.0,678,30.0,0.0,1.14,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,53.0,538.1,0.0,0.0,0.0,10,10.0,0.0,0.0,0.0,0.0,2.0,0.8,2.4,81.0,100.0,25.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
38.04,7.0,0,0.766,14.31,0.0,2.0,678,30.0,0.0,1.16,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,38.0,538.1,0.0,0.0,0.0,10,3.0,0.0,0.0,0.0,0.0,0.0,0.894,2.21,81.0,150.0,42.67,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
35.53,7.0,0,0.777,14.21,0.0,2.0,678,30.0,0.0,1.16,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,36.5,538.1,0.0,0.0,0.0,10,4.5,0.0,0.0,0.0,0.0,0.0,0.905,2.23,81.0,150.0,33.57,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
36.02,7.0,0,0.719,19.05,0.0,2.0,678,30.0,0.0,1.23,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,35.0,538.1,0.0,0.0,0.0,10,6.0,0.0,0.0,0.0,0.0,0.0,0.888,2.2,81.0,150.0,26.3,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
33.69,7.0,0,0.733,14.33,0.0,2.0,678,30.0,0.0,1.16,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,38.0,538.1,0.0,0.0,3.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.855,2.23,81.0,150.0,42.27,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
36.86,7.0,0,0.695,18.23,0.0,2.0,678,30.0,0.0,1.22,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,36.5,538.1,0.0,0.0,4.5,10,0.0,0.0,0.0,0.0,0.0,0.0,0.85,2.2,81.0,150.0,29.31,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
34.82,7.0,0,0.714,18.98,0.0,2.0,678,30.0,0.0,1.23,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,35.0,538.1,0.0,0.0,6.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.882,2.22,81.0,150.0,24.14,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
32.47,7.0,0,0.69,18.29,0.0,2.0,678,30.0,0.0,1.22,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,39.5,538.1,0.0,1.5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.844,2.21,81.0,150.0,36.4,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
34.28,7.0,0,0.755,15.0,0.0,2.0,678,30.0,0.0,1.17,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,38.0,538.1,0.0,3.0,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.888,2.24,81.0,150.0,33.6,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
31.75,7.0,0,0.733,14.26,0.0,2.0,678,30.0,0.0,1.16,38,5,4,0.0,0.0,0.0,-6.6,2.0,68.0,36.5,538.1,0.0,4.5,0.0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.855,2.22,81.0,150.0,19.2,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.43,0.0,0,0.65,10.22,0.0,2.0,678,30.0,0.0,1.11,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,57.0,538.1,0.0,0.0,6.0,10,0.0,0.0,0.0,0.0,0.0,2.0,0.72,2.38,81.0,100.0,20.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.55,0.0,0,0.69,12.65,0.0,2.0,678,30.0,0.0,1.14,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,55.0,538.1,0.0,0.0,8.0,10,0.0,0.0,0.0,0.0,0.0,2.0,0.79,2.47,81.0,100.0,18.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.45,0.0,0,0.69,14.81,0.0,2.0,678,30.0,0.0,1.17,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,53.0,538.1,0.0,0.0,10.0,10,0.0,0.0,0.0,0.0,0.0,2.0,0.81,2.5,81.0,100.0,8.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.67,0.0,0,0.7,14.63,0.0,2.0,678,30.0,0.0,1.17,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,57.0,538.1,0.0,0.0,0.0,10,0.0,0.0,6.0,0.0,0.0,2.0,0.82,2.46,81.0,100.0,36.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.84,0.0,0,0.64,11.11,0.0,2.0,678,30.0,0.0,1.12,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,55.0,538.1,0.0,0.0,0.0,10,0.0,0.0,8.0,0.0,0.0,2.0,0.72,2.38,81.0,100.0,23.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.82,0.0,0,0.64,12.32,0.0,2.0,678,30.0,0.0,1.14,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,53.0,538.1,0.0,0.0,0.0,10,0.0,0.0,10.0,0.0,0.0,2.0,0.73,2.5,81.0,100.0,22.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.29,0.0,0,0.65,12.16,0.0,2.0,678,30.0,0.0,1.13,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,57.0,538.1,0.0,0.0,0.0,10,6.0,0.0,0.0,0.0,0.0,2.0,0.74,2.33,81.0,100.0,57.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.32,0.0,0,0.71,14.45,0.0,2.0,678,30.0,0.0,1.16,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,55.0,538.1,0.0,0.0,0.0,10,8.0,0.0,0.0,0.0,0.0,2.0,0.83,2.5,81.0,100.0,50.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.27,0.0,0,0.7,12.5,0.0,2.0,678,30.0,0.0,1.14,38,5,4,0.0,0.0,0.0,-6.6,2.0,1.0,53.0,538.1,0.0,0.0,0.0,10,10.0,0.0,0.0,0.0,0.0,2.0,0.8,2.4,81.0,100.0,25.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
1.149,0.0,0,0.68,12.995,0.0,0.0,678,30.0,0.0,24.593,38,5,4,0.0,0.0,0.0,-6.6,6.0,153.0,90.0,538.1,0.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.782,4.325,81.0,300.0,164.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.138,0.0,0,0.59,12.107,0.0,0.0,678,30.0,0.0,23.311,38,5,4,0.0,0.0,0.0,-6.6,6.0,144.0,90.0,538.1,9.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.672,4.342,81.0,300.0,138.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.146,0.0,0,0.613,12.738,0.0,0.0,678,30.0,0.0,23.408,38,5,4,0.0,0.0,0.0,-6.6,6.0,141.0,90.0,538.1,12.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.702,4.343,81.0,300.0,114.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.131,0.0,0,0.669,11.599,0.0,0.0,678,30.0,0.0,24.789,38,5,4,0.0,0.0,0.0,-6.6,6.0,138.0,90.0,538.1,15.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.757,4.325,81.0,300.0,98.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.137,0.0,0,0.598,12.078,0.0,0.0,678,30.0,0.0,21.738,38,5,4,0.0,0.0,0.0,-6.6,6.0,144.0,90.0,538.1,9.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.68,4.349,81.0,300.0,125.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.129,0.0,0,0.668,11.362,0.0,0.0,678,30.0,0.0,24.2,38,5,4,0.0,0.0,0.0,-6.6,6.0,141.0,90.0,538.1,12.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.754,4.342,81.0,300.0,117.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.13,0.0,0,0.567,11.523,0.0,0.0,678,30.0,0.0,23.436,38,5,4,0.0,0.0,0.0,-6.6,6.0,138.0,90.0,538.1,15.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.64,4.348,81.0,300.0,92.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.125,0.0,0,0.618,11.088,0.0,0.0,678,30.0,0.0,24.962,38,5,4,0.0,0.0,0.0,-6.6,6.0,144.0,90.0,538.1,9.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.696,4.349,81.0,300.0,119.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.136,0.0,0,0.553,11.969,0.0,0.0,678,30.0,0.0,24.485,38,5,4,0.0,0.0,0.0,-6.6,6.0,141.0,90.0,538.1,12.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.629,4.334,81.0,300.0,101.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
1.121,0.0,0,0.608,10.809,0.0,0.0,678,30.0,0.0,24.216,38,5,4,0.0,0.0,0.0,-6.6,6.0,138.0,90.0,538.1,15.0,0.0,0.0,10,0.0,0.0,0.0,0.0,0.0,6.0,0.682,4.325,81.0,300.0,88.0,5.6,0.0,0.0,8,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0
41.52,2.0,0,0.384,31.25,0.0,0.0,375,5.0,0.0,1.41,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,19.6,287.36,0.0,0.0,3.9,5,0.0,0.0,0.0,0.0,0.0,0.0,0.545,3.71,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
40.61,2.0,0,0.362,25.36,0.0,0.0,375,5.0,0.0,1.33,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,18.3,287.36,0.0,0.0,5.2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.485,3.65,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
48.42,2.0,0,0.38,28.3,0.0,0.0,375,5.0,0.0,1.39,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,17.0,287.36,0.0,0.0,6.5,5,0.0,0.0,0.0,0.0,0.0,0.0,0.53,3.69,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
37.41,2.0,0,0.371,24.74,0.0,0.0,375,5.0,0.0,1.32,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,19.6,287.36,0.0,0.0,0.0,5,3.9,0.0,0.0,0.0,0.0,0.0,0.493,3.68,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
33.92,2.0,0,0.36,22.07,0.0,0.0,375,5.0,0.0,1.66,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,18.3,287.36,0.0,0.0,0.0,5,5.2,0.0,0.0,0.0,0.0,0.0,0.462,3.72,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
24.28,2.0,0,0.419,12.26,0.0,0.0,375,5.0,0.0,1.14,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,17.0,287.36,0.0,0.0,0.0,5,6.5,0.0,0.0,0.0,0.0,0.0,0.477,3.66,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.32,2.0,0,0.417,11.49,0.0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,19.6,287.36,0.0,0.0,0.0,5,0.0,0.0,3.9,0.0,0.0,0.0,0.471,3.65,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
25.54,2.0,0,0.416,12.44,0.0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,18.3,287.36,0.0,0.0,0.0,5,0.0,0.0,5.2,0.0,0.0,0.0,0.475,3.72,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
24.56,2.0,0,0.428,18.22,0.0,0.0,375,5.0,0.0,1.25,21,3,2,0.0,0.0,97.0,-2.09,1.5,0.0,17.0,287.36,0.0,0.0,0.0,5,0.0,0.0,6.5,0.0,0.0,0.0,0.456,3.7,57.4,130.0,0.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.21,0.5,0,0.514,9.82,0.0,0.5,375,5.0,2.0,1.1,21,3,2,0.0,0.0,0.0,-2.09,1.0,55.5,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,0.5,0.57,0.63,57.4,100.0,10.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.23,0.5,0,0.515,4.98,0.0,0.5,375,5.0,5.0,1.06,21,3,2,0.0,0.0,0.0,-2.09,1.0,52.5,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,0.5,0.542,0.64,57.4,100.0,11.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
20.32,0.5,0,0.507,4.51,0.0,0.5,375,5.0,8.0,1.05,21,3,2,0.0,0.0,0.0,-2.09,1.0,49.5,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5.0,0.5,0.531,0.64,57.4,100.0,8.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
24.69,0.5,0,0.513,7.89,0.0,0.5,375,5.0,2.0,1.08,21,3,2,0.0,0.0,0.0,-2.09,1.0,53.0,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,7.5,0.5,0.557,0.64,57.4,100.0,10.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
23.29,0.5,0,0.512,11.87,0.0,0.5,375,5.0,5.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.0,50.0,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,7.5,0.5,0.581,0.63,57.4,100.0,12.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.69,0.5,0,0.509,10.54,0.0,0.5,375,5.0,8.0,1.11,21,3,2,0.0,0.0,0.0,-2.09,1.0,47.0,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,7.5,0.5,0.569,0.63,57.4,100.0,9.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
23.56,0.5,0,0.518,5.64,0.0,0.5,375,5.0,2.0,1.12,21,3,2,0.0,0.0,0.0,-2.09,1.0,50.5,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,10.0,0.5,0.549,0.63,57.4,100.0,10.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
22.84,0.5,0,0.514,8.37,0.0,0.5,375,5.0,5.0,1.09,21,3,2,0.0,0.0,0.0,-2.09,1.0,47.5,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,10.0,0.5,0.561,0.64,57.4,100.0,9.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
21.84,0.5,0,0.511,7.76,0.0,0.5,375,5.0,8.0,1.08,21,3,2,0.0,0.0,0.0,-2.09,1.0,44.5,30.0,287.36,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,10.0,0.5,0.554,0.63,57.4,100.0,7.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
32.4,0.75,0,0.23,11.39,0.0,0.0,375,5.0,0.0,1.15,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,39.75,287.36,0.0,0.0,0.0,5,0.0,0.0,3.0,0.0,0.0,0.0,0.26,3.17,57.4,150.0,66.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
32.0,0.75,0,0.31,11.54,0.0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,36.75,287.36,0.0,0.0,0.0,5,0.0,0.0,6.0,0.0,0.0,0.0,0.35,3.13,57.4,150.0,55.67,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
31.6,0.75,0,0.22,12.01,0.0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,33.75,287.36,0.0,0.0,0.0,5,0.0,0.0,9.0,0.0,0.0,0.0,0.25,3.17,57.4,150.0,43.67,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
31.1,0.75,0,0.25,13.64,0.0,0.0,375,5.0,0.0,1.16,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,39.75,287.36,0.0,0.0,0.0,5,3.0,0.0,0.0,0.0,0.0,0.0,0.29,3.1,57.4,150.0,15.3,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
31.3,0.75,0,0.25,10.86,0.0,0.0,375,5.0,0.0,1.12,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,36.75,287.36,0.0,0.0,0.0,5,6.0,0.0,0.0,0.0,0.0,0.0,0.28,3.2,57.4,150.0,14.3,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
30.4,0.75,0,0.25,11.74,0.0,0.0,375,5.0,0.0,1.13,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,33.75,287.36,0.0,0.0,0.0,5,9.0,0.0,0.0,0.0,0.0,0.0,0.28,3.17,57.4,150.0,12.3,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
30.0,0.75,0,0.27,10.11,0.0,0.0,375,5.0,0.0,1.11,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,39.75,287.36,0.0,0.0,3.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,3.2,57.4,150.0,10.67,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
30.4,0.75,0,0.25,10.84,0.0,0.0,375,5.0,0.0,1.11,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,36.75,287.36,0.0,0.0,6.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.28,3.1,57.4,150.0,6.67,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
29.8,0.75,0,0.26,10.46,0.0,0.0,375,5.0,0.0,1.12,21,3,2,0.0,0.0,0.0,-2.09,1.5,100.0,33.75,287.36,0.0,0.0,9.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.29,3.17,57.4,150.0,5.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
36.3,0.0,0,0.629,13.4,0.0,0.0,375,2.5,1.5,1.07,21,3,2,0.0,0.0,76.5,-2.09,1.5,18.0,20.0,287.36,0.0,0.0,0.0,5,20.0,10.0,0.0,0.0,0.0,0.0,0.673,4.1,57.4,150.0,84.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
36.59,0.0,0,0.58,13.3,0.0,0.0,375,2.5,1.5,1.057,21,3,2,0.0,0.0,66.5,-2.09,1.5,18.0,30.0,287.36,0.0,0.0,0.0,5,20.0,10.0,0.0,0.0,0.0,0.0,0.69,4.1,57.4,150.0,86.4,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
37.28,0.0,0,0.63,13.5,0.0,0.0,375,2.5,1.5,1.19,21,3,2,0.0,0.0,56.5,-2.09,1.5,18.0,40.0,287.36,0.0,0.0,0.0,5,20.0,10.0,0.0,0.0,0.0,0.0,0.78,4.9,57.4,150.0,153.6,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
31.13,0.0,0,0.608,12.3,0.0,0.0,375,2.5,1.5,1.193,21,3,2,0.0,0.0,56.5,-2.09,1.5,18.0,20.0,287.36,0.0,0.0,0.0,5,40.0,10.0,0.0,0.0,0.0,0.0,0.6,4.9,57.4,150.0,66.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
35.5,0.0,0,0.602,12.61,0.0,0.0,375,2.5,1.5,1.133,21,3,2,0.0,0.0,46.5,-2.09,1.5,18.0,30.0,287.36,0.0,0.0,0.0,5,40.0,10.0,0.0,0.0,0.0,0.0,0.6,4.5,57.4,150.0,69.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
33.1,0.0,0,0.624,13.9,0.0,0.0,375,2.5,1.5,1.293,21,3,2,0.0,0.0,36.5,-2.09,1.5,18.0,40.0,287.36,0.0,0.0,0.0,5,40.0,10.0,0.0,0.0,0.0,0.0,0.768,4.5,57.4,150.0,72.0,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
24.1,0.0,0,0.97,5.21,0.0,0.0,375,2.5,1.5,1.01,21,3,2,0.0,0.0,36.5,-2.09,1.5,18.0,20.0,287.36,0.0,0.0,0.0,5,60.0,10.0,0.0,0.0,0.0,0.0,0.771,4.5,57.4,150.0,18.6,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
26.73,0.0,0,0.621,6.51,0.0,0.0,375,2.5,1.5,1.09,21,3,2,0.0,0.0,26.5,-2.09,1.5,18.0,30.0,287.36,0.0,0.0,0.0,5,60.0,10.0,0.0,0.0,0.0,0.0,0.77,4.5,57.4,150.0,29.4,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
27.1,0.0,0,0.59,7.15,0.0,0.0,375,2.5,1.5,1.11,21,3,2,0.0,0.0,16.5,-2.09,1.5,18.0,40.0,287.36,0.0,0.0,0.0,5,60.0,10.0,0.0,0.0,0.0,0.0,0.73,4.4,57.4,150.0,31.8,2.2,0.0,0.0,9,1,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
